361, 281, 117, 68, 0.450000, 0.600000, 0 
351, 285, 135, 85, 0.400000, 0.600000, 0 
328, 261, 156, 99, 0.350000, 0.650000, 0 
294, 290, 163, 123, 0.300000, 0.700000, 0 
263, 297, 183, 171, 0.300000, 0.800000, 0 
181, 207, 208, 129, 0.300000, 0.950000, 0 
222, 264, 191, 119, 0.400000, 0.900000, 0 
373, 250, 171, 139, 0.450000, 1.000000, 0 
339, 258, 147, 175, 0.350000, 0.950000, 0 
318, 262, 151, 173, 0.300000, 0.900000, 0 
298, 250, 145, 186, 0.250000, 0.900000, 0 
208, 196, 181, 146, 0.200000, 0.900000, 0 
190, 230, 198, 107, 0.300000, 0.800000, 0 
289, 216, 157, 109, 0.400000, 0.800000, 0 
350, 274, 153, 123, 0.450000, 0.700000, 0 
234, 378, 159, 90, 0.500000, 0.500000, 0 
258, 291, 187, 85, 0.550000, 0.700000, 0 
243, 310, 178, 74, 0.650000, 0.700000, 0 
218, 318, 167, 84, 0.700000, 0.750000, 0 
454, 250, 144, 62, 0.850000, 0.850000, 0 
294, 296, 160, 69, 0.750000, 0.750000, 0 
249, 337, 158, 78, 0.800000, 0.750000, 0 
350, 354, 168, 109, 0.950000, 0.900000, 0 
452, 278, 157, 105, 0.900000, 1.000000, 0 
314, 354, 178, 115, 0.800000, 0.900000, 0 
380, 367, 174, 138, 0.850000, 1.000000, 0 
315, 381, 148, 169, 0.800000, 1.000000, 0 
343, 423, 95, 192, 0.950000, 1.000000, 0 
405, 368, 181, 145, 1.000000, 1.000000, 0 
492, 270, 177, 109, 0.850000, 1.000000, 0 
417, 270, 173, 62, 0.750000, 0.800000, 0 
232, 272, 153, 57, 0.650000, 0.750000, 0 
272, 318, 156, 70, 0.800000, 0.750000, 0 
258, 368, 157, 93, 0.850000, 0.750000, 0 
435, 311, 161, 93, 0.900000, 0.900000, 0 
361, 330, 182, 115, 0.800000, 0.900000, 0 
353, 328, 187, 150, 0.800000, 1.000000, 0 
434, 351, 175, 110, 0.850000, 1.000000, 0 
449, 309, 197, 110, 0.750000, 1.000000, 0 
294, 406, 124, 93, 0.500000, 0.500000, 0 
400, 327, 163, 123, 0.500000, 0.700000, 0 
178, 252, 200, 86, 0.350000, 0.750000, 0 
239, 252, 208, 91, 0.450000, 0.800000, 0 
223, 322, 199, 108, 0.550000, 0.800000, 0 
244, 287, 199, 137, 0.650000, 1.000000, 0 
334, 351, 167, 159, 0.750000, 1.000000, 0 
291, 286, 134, 132, 0.800000, 1.000000, 0 
419, 243, 139, 110, 0.950000, 1.000000, 0 
418, 271, 161, 79, 0.850000, 0.850000, 0 
441, 263, 163, 65, 0.800000, 0.800000, 0 
473, 293, 149, 65, 0.700000, 0.700000, 0 
348, 269, 135, 53, 0.550000, 0.650000, 0 
327, 281, 117, 56, 0.500000, 0.600000, 0 
332, 249, 99, 53, 0.500000, 0.650000, 0 
287, 244, 83, 42, 0.450000, 0.600000, 0 
280, 241, 85, 38, 0.500000, 0.600000, 0 
302, 264, 107, 44, 0.550000, 0.600000, 0 
339, 281, 122, 49, 0.550000, 0.600000, 0 
333, 284, 127, 64, 0.500000, 0.600000, 0 
326, 270, 126, 69, 0.450000, 0.650000, 0 
325, 323, 148, 85, 0.450000, 0.600000, 0 
312, 343, 180, 108, 0.450000, 0.650000, 0 
353, 292, 182, 146, 0.400000, 0.750000, 0 
334, 289, 175, 143, 0.350000, 0.750000, 0 
308, 282, 150, 149, 0.300000, 0.750000, 0 
308, 319, 147, 161, 0.250000, 0.750000, 0 
